dish_id,total_calories,total_mass,total_fat,total_carb,total_protein,ingredient_names,image_path
dish_1567106825,220.200867,104.0,16.905151,3.357732,13.460875,"bok choy, millet, blue cheese, onions, mustard, olive oil, shallots, spinach (cooked), mixed greens, salt, beef, vinegar, garlic, lettuce, walnuts",../imagery/realsense_overhead/dish_1567106825\rgb.png
dish_1562099053,98.382996,37.0,3.478,12.395,4.144,cheese pizza,../imagery/realsense_overhead/dish_1562099053\rgb.png
dish_1560453380,411.388397,480.0,15.234276,25.491495,41.922752,"zucchini, brown rice, arugula, green beans, wheat berry, rosemary, tomatoes, chicken, pepper, kimchi, spinach (raw), squash, salmon, thyme, olive oil, basil, lemon juice, parsley, salt, garlic",../imagery/realsense_overhead/dish_1560453380\rgb.png
dish_1566849327,551.702026,362.0,31.255999,14.87,55.122002,"parmesan cheese, mixed greens, avocado, olives, chicken",../imagery/realsense_overhead/dish_1566849327\rgb.png
dish_1560527191,663.989319,318.0,45.395912,28.933577,34.38044,"mustard greens, cucumbers, bacon, berries, tomatoes, garlic, potatoes, salt, sausage, mustard, vinegar, spinach (raw), olive oil",../imagery/realsense_overhead/dish_1560527191\rgb.png
dish_1563898786,420.928467,344.0,31.47023,11.427504,23.636036,"mustard, olive oil, bell peppers, broccoli, radishes, salt, garlic, scrambled eggs, vinegar, cucumbers",../imagery/realsense_overhead/dish_1563898786\rgb.png
dish_1551381829,2.652,13.0,0.013,0.507,0.286,asparagus,../imagery/realsense_overhead/dish_1551381829\rgb.png
dish_1551376692,41.279999,43.0,0.645,9.03,1.462,corn,../imagery/realsense_overhead/dish_1551376692\rgb.png
dish_1551565752,122.25,131.0,2.79,13.64,10.773,"cauliflower, white rice, ham",../imagery/realsense_overhead/dish_1551565752\rgb.png
dish_1560973958,145.313232,121.0,6.214187,20.729744,4.312272,"wheat berry, olive oil, mustard, pecans, lime, salt, raisins, pepper, arugula, orange",../imagery/realsense_overhead/dish_1560973958\rgb.png
dish_1558546663,330.734009,197.0,22.108002,30.264,10.601,"spinach (raw), almonds, apple",../imagery/realsense_overhead/dish_1558546663\rgb.png
dish_1550861432,26.789999,47.0,0.141,6.58,0.329,berries,../imagery/realsense_overhead/dish_1550861432\rgb.png
dish_1551393210,484.329987,190.0,34.821003,31.131001,18.821001,"white rice, tofu, nuts",../imagery/realsense_overhead/dish_1551393210\rgb.png
dish_1563206582,229.248688,320.0,4.417208,16.967773,26.033964,"yam, egg whites, olive oil, sweet potato",../imagery/realsense_overhead/dish_1563206582\rgb.png
dish_1565207815,40.848213,80.0,1.023567,7.094023,2.678475,"brussels sprouts, salt, pepper, olive oil",../imagery/realsense_overhead/dish_1565207815\rgb.png
dish_1551236712,32.43,69.0,0.069,8.28,0.621,orange,../imagery/realsense_overhead/dish_1551236712\rgb.png
dish_1568305257,837.147766,420.0,65.496887,9.31325,52.072983,"turkey bacon, salt, bell peppers, mustard, olive oil, cucumbers, vinegar, scrambled eggs, garlic, radishes",../imagery/realsense_overhead/dish_1568305257\rgb.png
dish_1550712024,29.92,88.0,0.616,5.984,0.616,tomatoes,../imagery/realsense_overhead/dish_1550712024\rgb.png
dish_1551139367,77.75,105.0,1.863,9.42,6.735,"ham, pineapple, mixed greens",../imagery/realsense_overhead/dish_1551139367\rgb.png
dish_1568314823,144.0,90.0,13.500001,8.1,1.8,avocado,../imagery/realsense_overhead/dish_1568314823\rgb.png
dish_1565119464,504.065033,223.0,23.109737,44.41399,28.041883,"millet, apple, cheese pizza, salt, olive oil, onions, cranberries, mustard, vinegar, spinach (raw), spinach (cooked), beef, shallots, bok choy",../imagery/realsense_overhead/dish_1565119464\rgb.png
dish_1565725047,77.659996,110.0,4.84,9.372,0.946,"carrot, olives",../imagery/realsense_overhead/dish_1565725047\rgb.png
dish_1551236011,281.720001,307.0,4.474,21.995998,38.446003,"orange, mixed greens, chicken",../imagery/realsense_overhead/dish_1551236011\rgb.png
dish_1550705623,20.4,51.0,0.102,4.59,1.02,bell peppers,../imagery/realsense_overhead/dish_1550705623\rgb.png
dish_1559841163,357.043518,335.0,18.222002,27.539,21.153002,"blackberries, scrambled eggs, yam, sweet potato, chicken apple sausage, broccoli",../imagery/realsense_overhead/dish_1559841163\rgb.png
dish_1563568338,631.706665,371.0,29.600521,57.599113,38.704674,"salt, garlic, olive oil, kale, onions, wheat berry, mushroom, corn on the cob, ground turkey, chive, cheese pizza, carrot, thyme, celery, cream, white rice, eggs",../imagery/realsense_overhead/dish_1563568338\rgb.png
dish_1551395512,25.5,51.0,0.051,6.63,0.255,pineapple,../imagery/realsense_overhead/dish_1551395512\rgb.png
dish_1563468299,210.350006,385.0,4.129,35.584,10.898,"cottage cheese, pineapple, watermelon, berries",../imagery/realsense_overhead/dish_1563468299\rgb.png
dish_1558027001,20.400002,68.0,0.068,5.168,0.408,deprecated,../imagery/realsense_overhead/dish_1558027001\rgb.png
dish_1551568059,35.669998,123.0,0.369,11.070001,1.353,lemon,../imagery/realsense_overhead/dish_1551568059\rgb.png
dish_1565033265,1324.084961,625.0,106.343002,19.202002,76.664001,"olives, mixed greens, broccoli, chicken, vinaigrette, olive oil",../imagery/realsense_overhead/dish_1565033265\rgb.png
dish_1551323574,61.880001,91.0,1.274,10.92,2.184,oatmeal,../imagery/realsense_overhead/dish_1551323574\rgb.png
dish_1551491271,43.5,30.0,1.8,0.45,6.3,ham,../imagery/realsense_overhead/dish_1551491271\rgb.png
dish_1563475921,244.343323,348.0,6.723852,27.165054,19.799664,"shallots, garlic, lemon juice, onions, spinach (raw), jalapenos, pineapple, cauliflower, honeydew melons, chili, salt, olive oil, lime, ginger, brown rice, cilantro, salmon",../imagery/realsense_overhead/dish_1563475921\rgb.png
dish_1561665024,100.570984,121.0,6.984664,8.948565,2.141329,"lemon juice, onions, olive oil, mixed greens, parsley, salt, apple, millet, green beans, vinegar",../imagery/realsense_overhead/dish_1561665024\rgb.png
dish_1550710448,48.91,67.0,3.216,1.273,5.36,tofu,../imagery/realsense_overhead/dish_1550710448\rgb.png
dish_1563813308,224.982895,76.0,16.446194,3.901661,15.332276,"salt, pepper, brussels sprouts, olive oil, bacon",../imagery/realsense_overhead/dish_1563813308\rgb.png
dish_1551235600,83.659996,178.0,0.178,21.359999,1.602,orange,../imagery/realsense_overhead/dish_1551235600\rgb.png
